x,y,z
251.29725518836815,311.1076860366013,a
241.19605890347322,320.20464109947534,a
224.24461684830754,365.3501661916852,a
308.5448036402605,384.4497096097101,a
234.97080479800536,330.81498439176096,a
215.78803462356183,367.59695251784217,a
240.6723635381572,357.9918160199155,a
279.0818860528997,383.67563968536865,a
247.72193929718333,273.8898596613109,a
227.59077140453545,302.87867672526943,a
332.3465418731846,265.50745147688025,a
381.448657649198,191.21229931586038,a
390.2241669207713,180.79301385943944,a
404.15021557806676,147.19544036826602,a
378.3569164961762,99.35647636242965,a
380.81035926534315,167.44258221427287,a
439.17775463932054,124.55883932414935,a
447.0321396964589,148.34530139013503,a
405.8571838698195,104.79043996237226,a
466.4242847486145,91.17941863537874,a
397.17056018101727,109.29247084568158,a
404.4603656805044,48.79438178169329,a
421.22990546502797,53.035111297100286,a
431.4409696920653,73.10573351150123,a
436.47081314380864,80.42509818313192,a
376.9787930618287,94.8831315470365,a
347.3513901881528,97.956300008597,a
337.4969015528546,101.17445556543265,a
355.8370171592734,102.15667767418,a
338.0371431908254,166.93712701902632,a
370.68616545513663,79.16795969550401,a
337.1249831977039,139.60620659817096,a
314.8021535015281,187.2467973100512,a
347.4275536853545,213.95937679526827,a
340.6776363394765,228.70727473298774,a
372.13811694701144,247.31878451022655,a
265.961040761449,268.69439604790375,a
293.3890524643509,229.73062132366636,a
344.9012402970995,263.5441128101545,a
329.4696099934045,286.7071278325385,a
301.8145562778076,225.92979878927912,a
360.02750905989876,223.98259921246398,a
285.6834511758331,209.16321624033407,a
393.52216727058436,222.93979287067873,a
324.51552243264484,196.12209658609532,a
340.8041766154508,122.9146322467468,a
353.456790680191,101.92589597036255,a
371.26528821427326,109.2730839867811,a
371.948867480213,63.65160087333396,a
306.666555480184,40.51526725295736,a
327.03943355211356,52.43732544718415,a
311.4611761269479,63.47128954917628,a
284.4199126536696,79.81713941993348,a
251.42948013123856,0.9985429199567761,a
252.07178328468564,94.08105134549692,a
268.6271688526536,52.038200455219,a
242.8742691659303,77.50889494223196,a
226.41917868386486,49.77546003159085,a
247.78363776981362,72.33276246085404,a
216.34295924566146,51.33818455872159,a
263.69435405152893,88.49745268310159,a
218.78653666681345,65.57809078564571,a
186.92006208356793,84.24665523570991,a
268.26789263142933,36.39773356746002,a
225.67009620141687,94.06352487935663,a
280.3936490488763,84.6523655570607,a
240.3824760215158,89.30869275131442,a
256.16060117500876,57.27901482035139,a
304.996878461579,121.76908440692011,a
286.39133665485105,108.25236629381533,a
340.34669992496976,129.42529580949378,a
362.33164953408414,137.88286253467442,a
348.78719693411625,143.34112296128666,a
337.60824577503996,187.085593159933,a
356.06214853490127,125.02537959697673,a
372.1411710682751,182.31194548693827,a
404.75197767062764,164.58303082446508,a
360.23908744233705,162.49560220515679,a
324.47796795635776,165.48259395517965,a
363.95759210086015,141.4674639622728,a
344.21036064585655,155.14253463933005,a
319.12384545662314,134.4329809815983,a
338.0545779780516,107.75779643595928,a
363.2995155025548,113.14242584887626,a
330.9817757779464,94.51863508244674,a
293.8534949162225,90.5549982070603,a
336.2749476803615,42.26842176788517,a
326.84193485483974,82.67548374345375,a
327.10552842015886,71.95681488978471,a
289.1261159606714,44.38777464239536,a
312.3291937095743,121.55609078640259,a
286.6955251439073,88.41140556639346,a
337.0763503387285,85.20427901372045,a
309.6135776059655,51.65296397132096,a
259.72102504711614,107.38788183081039,a
300.1088222687277,63.74299778116807,a
272.9562641444807,73.65752643669498,a
274.2752898064325,112.36068335614385,a
312.3136450475941,80.59820319297995,a
321.52776033974317,95.06639230922718,a
347.52068803498156,87.32779479956764,a
310.25958663142984,87.03343149139982,a
374.10268113604764,87.77557497764002,a
323.1509419871951,83.14854517943172,a
340.1412078761235,68.60199483717713,a
391.5023837101488,104.39419934024608,a
330.8614490091222,48.117670656419875,a
362.01918473081855,64.87214775262316,a
335.82542510650586,74.74642581324548,a
329.5408976222244,53.26419361216989,a
551.3193301912866,331.5145247431322,b
597.3654613795246,328.55030614241764,b
596.3707493245275,365.7478991616316,b
565.9988227586301,407.47580817808415,b
563.9161337542082,377.2381678391092,b
547.1729617154676,364.72262464769915,b
543.6824338512519,400.68148061353526,b
557.613568411965,411.6821371712874,b
559.2220542685985,425.70251782813784,b
515.8383776884029,382.5635867462102,b
540.95530388317,393.2085149756018,b
566.0617426403163,407.7381569705916,b
601.8006222827153,412.2569832671191,b
554.0115780619518,448.96148284444706,b
582.0555097431179,465.246529838661,b
620.6429473697334,471.22142278096953,b
567.5832471116473,449.1313804485891,b
633.2291168391299,407.191150293673,b
596.6541942098701,468.4919934861711,b
677.2042334433322,383.9264585536571,b
719.5462808844384,428.24844894668047,b
697.1565242568165,367.2409533124795,b
663.8375046838876,335.8465112108521,b
659.7430634502197,260.62069161955196,b
681.0640633266551,215.77962527573612,b
682.3737282708961,191.3899833453376,b
694.7069534062522,184.18660559791857,b
692.5093788250815,191.58311994966311,b
676.357884819345,122.19234100835615,b
651.0549389619172,124.12871465453765,b
697.1151653579931,141.93061035854237,b
634.6755390243509,112.41930602069903,b
625.7124521281171,123.90656325780117,b
601.814690720087,132.3324548258666,b
574.623218218551,153.4981833542542,b
540.0876887502225,112.77678794405927,b
597.4978253882799,116.71207559411494,b
565.8989494632177,136.66311465577678,b
554.550241358136,152.4316420248394,b
567.9495439148856,238.81754128687317,b
536.295445232179,210.88382202847737,b
563.7198631096444,341.51062190456776,b
508.3867004723221,360.5629314665575,b
551.3936838120071,406.5928894141773,b
531.8392169363372,425.9733297418779,b
503.5284922720148,409.70943168756213,b
551.5010506446026,364.74614984844646,b
493.44913911232663,437.79123825656563,b
561.9449812974692,435.3305008596464,b
561.2762436666035,430.4317688891224,b
572.6892659013251,405.44880776101496,b
628.106099324895,454.19483723162216,b
585.8242057638139,343.1099619472666,b
625.3320092859998,323.60462960816926,b
645.94808199622,253.20446009919604,b
610.769073681736,238.4965391180832,b
633.7470457159113,197.2893601085238,b
608.3543292340038,180.02277772922758,b
622.2110227296452,195.85961383612062,b
611.0334517378426,189.22813356254858,b
586.5974831582145,172.53441011299867,b
615.0458584571197,131.96319659476848,b
583.4360097175138,286.5696612574063,b
569.464038243207,234.63949448460255,b
594.3854602529525,287.91555571336755,b
511.1670918791062,326.42865921974106,b
551.1338350934287,352.70951348402787,b
499.75479719360123,376.306399276087,b
563.7904214704384,352.6831172313926,b
566.8301304004681,353.5849065191559,b
584.4398832666442,412.2870517549257,b
633.94064237968,337.28969984418063,b
589.208476269025,292.01077284992294,b
627.2534419015897,268.2215898826588,b
617.8166832800194,202.6431114726122,b
584.2936862574288,176.07048619329044,b
614.9480824781704,124.2422368437608,b
623.8004142359778,198.99010198622477,b
545.9078671018847,111.86436675018354,b
571.7299928087274,93.61835378768217,b
590.8784350501212,140.01100857436063,b
564.7539018950027,164.23000112284006,b
527.0767390930481,183.7184224917225,b
471.3249817760594,239.85789970022194,b
510.27866229723253,254.96896248344618,b
504.0785230904254,308.84069873449175,b
522.5617382139924,340.71199826533314,b
523.414716018862,343.7091790562763,b
495.24597760266374,355.74346367550726,b
469.3252365641274,354.58429727233437,b
538.7081527673422,354.6339797421445,b
527.6046530258458,342.13356401728765,b
476.7689008954201,348.07223007009264,b
572.5267931976563,268.5389896300923,b
600.0219561300942,301.96911661365385,b
587.0595092584737,273.8045593895065,b
581.830113335711,244.76560953943996,b
551.1207347390521,212.79954299961054,b
562.791026227578,164.7318655463095,b
609.1181659293194,189.5147308066355,b
608.1459768128947,105.79316773274536,b
533.4009067474507,92.62432119230141,b
568.9598113993172,88.0284515567796,b
615.2829060274416,148.28353603186827,b
623.8759314277843,185.64529019342626,b
568.6687497247476,183.95691820228626,b
515.9811449153527,171.62510448878504,b
495.567041012803,243.0319178797139,b
483.4522979260928,290.37503403638175,b
451.0725655081849,398.8768147253113,b
517.6246928650854,442.62082017596776,b
454.51325004555514,445.56733885100914,b
449.9713360595086,407.89989059984066,b
488.3706197740113,438.9875424597409,b
424.5195190553742,471.1722220596583,b
454.0881774905933,444.3233944443985,b
440.10114343127344,447.1297479906322,b
462.9639270184805,416.4114403687588,b
422.4667461623517,491.03817229847976,b
440.8907912718924,507.9846768071123,b
417.1816656600113,489.0225225942607,b
426.9865389404852,480.623072554233,b
412.2952266912629,454.98478494506696,b
408.0705140187313,430.9701570110855,b
465.2480335966114,417.6843049368839,b
439.9755078472892,434.9685580525763,b
505.9403241394498,372.317041852193,b
487.1481440245616,342.71499145314647,b
456.6300430483009,317.6563591175171,b
516.5141447082636,321.1076000346048,b
561.3791777793464,276.64375134358943,b
511.48598876632377,258.8002768913469,b
520.5578959323503,172.2051792418771,b
591.4144372619338,171.4624388115866,b
541.7584703786234,128.2735339486295,b
537.4238386597373,147.77694770248542,b
563.0926469602144,210.0666719826939,b
587.574293639084,122.96435285324128,b
580.3407523632621,127.81284093518582,b
560.9266016209868,112.41300170551898,b
583.4628590788576,156.7456413531026,b
495.23170979341876,169.9627559230076,b
507.038867097592,169.08072095693342,b
528.6554397212227,151.95647381245345,b
517.1417094583109,188.82603368636182,b
459.4371675618343,209.167420756336,b
443.1543835388377,273.330339677395,b
432.800768876368,221.40077450510603,b
413.34075943454303,239.41640692347045,b
470.4745193511273,328.274220165839,b
455.996698150668,324.927920134469,b
430.17420868360233,353.3027214594573,b
390.92630182633064,374.958300993997,b
447.5674311876302,366.8900549926925,b
407.83310525409007,376.5582928537853,b
431.43643422080737,419.06143918631494,b
389.2626285053245,476.7789386519869,b
416.8041634094986,457.4254973626896,b
383.51550955517155,421.6938451148092,b
348.7298393108824,440.9608166281264,b
421.867016229639,474.04121025719303,b
350.22617185880165,405.53214089462705,b
360.0293778522064,469.22418459790487,b
59.98449386178625,304.03658846668316,b
55.71884968877938,311.7905122586806,b
98.32294292311462,311.0036101157399,b
104.11588137109787,316.0796048452057,b
106.57738933723577,346.4663471746695,b
143.1165693027327,342.4198810106036,b
137.4799919408696,342.91549839480746,b
134.06734386447408,288.71869638775615,b
170.10329561622441,277.37659492317766,b
182.48237756827885,356.69738622958664,b
241.71166698269758,327.98819757742376,b
262.5764627592855,256.57094770562816,b
221.64359286567102,291.08479777976953,b
267.24536095655907,246.37911805772114,b
268.38909940681174,267.30102201236576,b
278.7718001318671,239.9668988211564,b
246.33321949448234,232.52937106620402,b
292.4017946430354,261.3928411449052,b
245.3972338929447,222.43750637884767,b
289.41479923645903,179.0276551022713,b
331.55725633747755,171.21254138010562,b
308.8478571866768,157.04650138955776,b
296.10319509738144,171.5346037013719,b
324.773397642995,142.93250229247343,b
313.74102056963864,135.39038223574954,b
293.74783513557526,154.50001620063557,b
234.30146780636892,127.37044432575692,b
221.32181939914264,104.43455403972075,b
244.37309793559024,103.14815009003956,b
273.0569395203969,115.26919474931589,b
211.29411325284036,49.75314424618222,b
208.20830246255116,54.708599901802245,b
193.8780971634165,82.55675448582485,b
224.0067428709922,104.76526959248991,b
195.3504663135562,108.79178935287257,b
187.33687722845528,93.55677609426141,b
97.14145879038367,95.80102050010339,b
180.36787807915,116.76674022226194,b
154.52802383242692,83.8265074221257,b
87.16202002497732,111.01836247537568,b
97.99361897301596,146.6902565710057,b
101.86937452220597,155.02632576538508,b
75.79584503604671,172.67133067570467,b
2.604143090845625,230.2405390719157,b
74.48466623560309,243.39861735404816,b
108.89675969370609,219.00805839957997,b
83.52572845593154,303.4571113682056,b
157.56390900884065,279.68475066159425,b
119.05821808307499,277.8270081666907,b
185.39511857516285,307.2873777633175,b
125.39333978771387,319.91571181828203,b
192.20540649109287,281.5109125261267,b
188.00657522713186,251.22619191872488,b
248.23375038360382,235.0998737087471,b
220.38251059719687,185.92350579774956,b
220.33823430969238,208.82624758137655,b
223.96435551029575,197.81343049485338,b
255.87411468227782,131.6342212956232,b
214.68344242601177,193.98432388511065,b
216.18190270568334,145.95520251571696,b
204.70049888501808,154.67608769582995,b
169.58798045783942,119.32277934634959,b
204.6783207939809,128.34346606812318,b
171.5121086772296,142.86237046694345,b
199.24046691844734,145.2526330606787,b
195.86253583588413,191.29487412330775,b
189.45599713618097,194.06716820878665,b
328.10031099041794,230.33332019976257,b
237.16924177555651,215.05492731514454,b
189.91393292866087,223.73815682774784,b
187.32296754933438,275.30306976033194,b
184.19676227916807,166.45016298321832,b
123.44914052943074,162.58317808954445,b
150.34322699883765,154.99214483810755,b
162.63225647116292,108.23974336009763,b
131.89400084836754,97.10505194426577,b
123.39890805464573,112.09702890035999,b
119.1389105737693,116.09031973065527,b
126.30376742788829,148.0859328317485,b
112.48025027903827,129.6252040384751,b
134.31768903501984,198.68082678662034,b
126.91243394445654,225.87197300411282,b
136.7688667563247,210.81092388235595,b
118.2233799091978,190.17062738043887,b
142.3846598790638,225.379449665565,b
138.83530296254594,201.19411802361867,b
139.4393065140565,201.1023500964921,b
147.9333409024085,173.42454431169273,b
129.11917746009595,224.8392456080353,b
148.53886094477153,194.2670114042852,b
109.48374422869584,199.9711700593848,b
162.1808842032001,230.5917835781317,b
177.67865600826673,288.9590233097907,b
103.14603378122258,227.80035649027604,b
129.82249193699306,272.476172385847,b
